## System ID,Tag Name,Retentive Mode,Initial Value,MODBUS Start Address,MODBUS End Address,Number of Characters,Number of Rows,Number of Columns,Wiring Label,Comment,Forceable,Init Forced,Init Force Value,Remote Access,I/O Address,Data Type,Structure Type,BOW Details
## 3.0
MST-0.0.0.3,"MST-0.0.0.3",false,"0",,,,,,,"RS232 Port Ready Bit",false,false,"0",false,"MST-0.0.0.3","MST",,false
MST-0.0.0.33,"MST-0.0.0.33",false,"0",,,,,,,"RS485 Heartbeat Timeout Bit",false,false,"0",false,"MST-0.0.0.33","MST",,false
MST-0.0.0.34,"MST-0.0.0.34",false,"0",,,,,,,"RS485 Port Buffer Full Bit (95% Full)",false,false,"0",false,"MST-0.0.0.34","MST",,false
MST-0.0.0.35,"MST-0.0.0.35",false,"0",,,,,,,"RS485 Port Ready Bit",false,false,"0",false,"MST-0.0.0.35","MST",,false
MST-0.0.0.65,"MST-0.0.0.65",false,"0",,,,,,,"Ethernet Heartbeat Timeout Bit",false,false,"0",false,"MST-0.0.0.65","MST",,false
MST-0.0.0.66,"MST-0.0.0.66",false,"0",,,,,,,"Ethernet Port Buffer Full Bit (95% Full)",false,false,"0",false,"MST-0.0.0.66","MST",,false
MST-0.0.0.67,"MST-0.0.0.67",false,"0",,,,,,,"Ethernet Port Ready Bit",false,false,"0",false,"MST-0.0.0.67","MST",,false
MST-0.1.1.25,"MST-0.1.1.25",false,"0",,,,,,,"Module Failed",false,false,"0",false,"MST-0.1.1.25","MST",,false
MST-0.1.1.27,"MST-0.1.1.27",false,"0",,,,,,,"Module Not Ready",false,false,"0",false,"MST-0.1.1.27","MST",,false
MST-0.1.1.41,"MST-0.1.1.41",false,"0",,,,,,,"Burnout Error (1)",false,false,"0",false,"MST-0.1.1.41","MST",,false
MST-0.1.1.42,"MST-0.1.1.42",false,"0",,,,,,,"Burnout Error (2)",false,false,"0",false,"MST-0.1.1.42","MST",,false
MST-0.1.1.43,"MST-0.1.1.43",false,"0",,,,,,,"Burnout Error (3)",false,false,"0",false,"MST-0.1.1.43","MST",,false
MST-0.1.1.44,"MST-0.1.1.44",false,"0",,,,,,,"Burnout Error (4)",false,false,"0",false,"MST-0.1.1.44","MST",,false
MST-0.1.1.57,"MST-0.1.1.57",false,"0",,,,,,,"Under Range Error (1)",false,false,"0",false,"MST-0.1.1.57","MST",,false
MST-0.1.1.58,"MST-0.1.1.58",false,"0",,,,,,,"Under Range Error (2)",false,false,"0",false,"MST-0.1.1.58","MST",,false
MST-0.1.1.59,"MST-0.1.1.59",false,"0",,,,,,,"Under Range Error (3)",false,false,"0",false,"MST-0.1.1.59","MST",,false
MST-0.1.1.60,"MST-0.1.1.60",false,"0",,,,,,,"Under Range Error (4)",false,false,"0",false,"MST-0.1.1.60","MST",,false
MST-0.1.1.89,"MST-0.1.1.89",false,"0",,,,,,,"Over Range Error (1)",false,false,"0",false,"MST-0.1.1.89","MST",,false
MST-0.1.1.90,"MST-0.1.1.90",false,"0",,,,,,,"Over Range Error (2)",false,false,"0",false,"MST-0.1.1.90","MST",,false
MST-0.1.1.91,"MST-0.1.1.91",false,"0",,,,,,,"Over Range Error (3)",false,false,"0",false,"MST-0.1.1.91","MST",,false
MST-0.1.1.92,"MST-0.1.1.92",false,"0",,,,,,,"Over Range Error (4)",false,false,"0",false,"MST-0.1.1.92","MST",,false
MST-0.1.5.25,"MST-0.1.5.25",false,"0",,,,,,,"Module Failed",false,false,"0",false,"MST-0.1.5.25","MST",,false
MST-0.1.5.26,"MST-0.1.5.26",false,"0",,,,,,,"Missing 24V",false,false,"0",false,"MST-0.1.5.26","MST",,false
MST-0.1.5.57,"MST-0.1.5.57",false,"0",,,,,,,"Under Range Error (1)",false,false,"0",false,"MST-0.1.5.57","MST",,false
MST-0.1.5.58,"MST-0.1.5.58",false,"0",,,,,,,"Under Range Error (2)",false,false,"0",false,"MST-0.1.5.58","MST",,false
MST-0.1.5.59,"MST-0.1.5.59",false,"0",,,,,,,"Under Range Error (3)",false,false,"0",false,"MST-0.1.5.59","MST",,false
MST-0.1.5.60,"MST-0.1.5.60",false,"0",,,,,,,"Under Range Error (4)",false,false,"0",false,"MST-0.1.5.60","MST",,false
MST-0.1.5.61,"MST-0.1.5.61",false,"0",,,,,,,"Under Range Error (5)",false,false,"0",false,"MST-0.1.5.61","MST",,false
MST-0.1.5.62,"MST-0.1.5.62",false,"0",,,,,,,"Under Range Error (6)",false,false,"0",false,"MST-0.1.5.62","MST",,false
MST-0.1.5.63,"MST-0.1.5.63",false,"0",,,,,,,"Under Range Error (7)",false,false,"0",false,"MST-0.1.5.63","MST",,false
MST-0.1.5.64,"MST-0.1.5.64",false,"0",,,,,,,"Under Range Error (8)",false,false,"0",false,"MST-0.1.5.64","MST",,false
MST-0.1.5.89,"MST-0.1.5.89",false,"0",,,,,,,"Over Range Error (1)",false,false,"0",false,"MST-0.1.5.89","MST",,false
MST-0.1.5.90,"MST-0.1.5.90",false,"0",,,,,,,"Over Range Error (2)",false,false,"0",false,"MST-0.1.5.90","MST",,false
MST-0.1.5.91,"MST-0.1.5.91",false,"0",,,,,,,"Over Range Error (3)",false,false,"0",false,"MST-0.1.5.91","MST",,false
MST-0.1.5.92,"MST-0.1.5.92",false,"0",,,,,,,"Over Range Error (4)",false,false,"0",false,"MST-0.1.5.92","MST",,false
MST-0.1.5.93,"MST-0.1.5.93",false,"0",,,,,,,"Over Range Error (5)",false,false,"0",false,"MST-0.1.5.93","MST",,false
MST-0.1.5.94,"MST-0.1.5.94",false,"0",,,,,,,"Over Range Error (6)",false,false,"0",false,"MST-0.1.5.94","MST",,false
MST-0.1.5.95,"MST-0.1.5.95",false,"0",,,,,,,"Over Range Error (7)",false,false,"0",false,"MST-0.1.5.95","MST",,false
MST-0.1.5.96,"MST-0.1.5.96",false,"0",,,,,,,"Over Range Error (8)",false,false,"0",false,"MST-0.1.5.96","MST",,false
MST-0.1.6.25,"MST-0.1.6.25",false,"0",,,,,,,"Module Failed",false,false,"0",false,"MST-0.1.6.25","MST",,false
MST-0.1.6.26,"MST-0.1.6.26",false,"0",,,,,,,"Missing 24V",false,false,"0",false,"MST-0.1.6.26","MST",,false
MST-0.1.7.25,"MST-0.1.7.25",false,"0",,,,,,,"Module Failed",false,false,"0",false,"MST-0.1.7.25","MST",,false
MST-0.1.7.26,"MST-0.1.7.26",false,"0",,,,,,,"Missing 24V",false,false,"0",false,"MST-0.1.7.26","MST",,false
MST-0.1.7.57,"MST-0.1.7.57",false,"0",,,,,,,"Under Range Error (1)",false,false,"0",false,"MST-0.1.7.57","MST",,false
MST-0.1.7.58,"MST-0.1.7.58",false,"0",,,,,,,"Under Range Error (2)",false,false,"0",false,"MST-0.1.7.58","MST",,false
MST-0.1.7.59,"MST-0.1.7.59",false,"0",,,,,,,"Under Range Error (3)",false,false,"0",false,"MST-0.1.7.59","MST",,false
MST-0.1.7.60,"MST-0.1.7.60",false,"0",,,,,,,"Under Range Error (4)",false,false,"0",false,"MST-0.1.7.60","MST",,false
MST-0.1.7.89,"MST-0.1.7.89",false,"0",,,,,,,"Over Range Error (1)",false,false,"0",false,"MST-0.1.7.89","MST",,false
MST-0.1.7.90,"MST-0.1.7.90",false,"0",,,,,,,"Over Range Error (2)",false,false,"0",false,"MST-0.1.7.90","MST",,false
MST-0.1.7.91,"MST-0.1.7.91",false,"0",,,,,,,"Over Range Error (3)",false,false,"0",false,"MST-0.1.7.91","MST",,false
MST-0.1.7.92,"MST-0.1.7.92",false,"0",,,,,,,"Over Range Error (4)",false,false,"0",false,"MST-0.1.7.92","MST",,false
SBR-001013,"Noncritical Error Bit",false,"0",,,,,,,"On when a noncritical error is active",,,,false,,"SBR",,false
SWR-000021,"Noncritical Error Log 01",false,"0",,,,,,,"most recent noncritical error",,,,false,,"SWR",,false
SWR-000022,"Noncritical Error Log 02",false,"0",,,,,,,"2nd most recent noncritical error",,,,false,,"SWR",,false
SWR-000023,"Noncritical Error Log 03",false,"0",,,,,,,"3rd most recent noncritical error",,,,false,,"SWR",,false
SWR-000024,"Noncritical Error Log 04",false,"0",,,,,,,"4th most recent noncritical error",,,,false,,"SWR",,false
SWR-000025,"Noncritical Error Log 05",false,"0",,,,,,,"5th most recent noncritical error",,,,false,,"SWR",,false
SWR-000026,"Noncritical Error Log 06",false,"0",,,,,,,"6th most recent noncritical error",,,,false,,"SWR",,false
SWR-000027,"Noncritical Error Log 07",false,"0",,,,,,,"7th most recent noncritical error",,,,false,,"SWR",,false
SWR-000028,"Noncritical Error Log 08",false,"0",,,,,,,"8th most recent noncritical error",,,,false,,"SWR",,false
SWR-000029,"Noncritical Error Log 09",false,"0",,,,,,,"9th most recent noncritical error",,,,false,,"SWR",,false
SWR-000030,"Noncritical Error Log 10",false,"0",,,,,,,"10th most recent noncritical error",,,,false,,"SWR",,false
SWR-000031,"Noncritical Error Log 11",false,"0",,,,,,,"11th most recent noncritical error",,,,false,,"SWR",,false
SWR-000032,"Noncritical Error Log 12",false,"0",,,,,,,"12th most recent noncritical error",,,,false,,"SWR",,false
SWR-000033,"Noncritical Error Log 13",false,"0",,,,,,,"13th most recent noncritical error",,,,false,,"SWR",,false
SWR-000034,"Noncritical Error Log 14",false,"0",,,,,,,"14th most recent noncritical error",,,,false,,"SWR",,false
SWR-000035,"Noncritical Error Log 15",false,"0",,,,,,,"15th most recent noncritical error",,,,false,,"SWR",,false
SWR-000036,"Noncritical Error Log 16",false,"0",,,,,,,"16th most recent noncritical error",,,,false,,"SWR",,false
SWR-000037,"Noncritical Error Log 17",false,"0",,,,,,,"17th most recent noncritical error",,,,false,,"SWR",,false
SWR-000038,"Noncritical Error Log 18",false,"0",,,,,,,"18th most recent noncritical error",,,,false,,"SWR",,false
SWR-000039,"Noncritical Error Log 19",false,"0",,,,,,,"19th most recent noncritical error",,,,false,,"SWR",,false
SWR-000040,"Noncritical Error Log 20",false,"0",,,,,,,"20th most recent noncritical error",,,,false,,"SWR",,false
SSTR-000021,"Noncritical Error Log String 01",false,,,,50,,,,"most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000022,"Noncritical Error Log String 02",false,,,,50,,,,"2nd most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000023,"Noncritical Error Log String 03",false,,,,50,,,,"3rd most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000024,"Noncritical Error Log String 04",false,,,,50,,,,"4th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000025,"Noncritical Error Log String 05",false,,,,50,,,,"5th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000026,"Noncritical Error Log String 06",false,,,,50,,,,"6th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000027,"Noncritical Error Log String 07",false,,,,50,,,,"7th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000028,"Noncritical Error Log String 08",false,,,,50,,,,"8th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000029,"Noncritical Error Log String 09",false,,,,50,,,,"9th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000030,"Noncritical Error Log String 10",false,,,,50,,,,"10th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000031,"Noncritical Error Log String 11",false,,,,50,,,,"11th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000032,"Noncritical Error Log String 12",false,,,,50,,,,"12th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000033,"Noncritical Error Log String 13",false,,,,50,,,,"13th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000034,"Noncritical Error Log String 14",false,,,,50,,,,"14th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000035,"Noncritical Error Log String 15",false,,,,50,,,,"15th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000036,"Noncritical Error Log String 16",false,,,,50,,,,"16th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000037,"Noncritical Error Log String 17",false,,,,50,,,,"17th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000038,"Noncritical Error Log String 18",false,,,,50,,,,"18th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000039,"Noncritical Error Log String 19",false,,,,50,,,,"19th most recent noncritical error message",,,,false,,"SSTR",,false
SSTR-000040,"Noncritical Error Log String 20",false,,,,50,,,,"20th most recent noncritical error message",,,,false,,"SSTR",,false
SWRW-000251,"Number of Critical Errors",false,"0",,,,,,,"number of critical errors",,,,false,,"SWRW",,false
SWRW-000252,"Number of Non-critical Errors",false,"0",,,,,,,"number of noncritical errors",,,,false,,"SWRW",,false
SSTRUC-000012,"PID",false,,,,,,,,"System Structure for PID Loop",,,,false,,"SSTRUC","PID",false
S32-000177,"PID.AlarmHyst",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000166,"PID.BiasTerm",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
C-000064,"PID.CascadeCtrlEna",false,"0",,,,,,,,false,false,"0",false,,"C","PID",false
S32-000207,"PID.Control",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000168,"PID.Deadband",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000165,"PID.DerivLimit",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000175,"PID.DevOrange",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000174,"PID.DevYellow",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
C-000063,"PID.ErrorSq",false,"0",,,,,,,,false,false,"0",false,,"C","PID",false
F32-000009,"PID.Gain",false,"3.0",,,,,,,,false,false,"0.0",false,,"F32","PID",false
S32-000171,"PID.High",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000170,"PID.HighHigh",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000206,"PID.InitPVBump",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
F32-000010,"PID.InputRangeMax",false,"300",,,,,,,,false,false,"0.0",false,,"F32","PID",false
F32-000011,"PID.InputRangeMin",false,"-50.0",,,,,,,,false,false,"0.0",false,,"F32","PID",false
C-000070,"PID.IsDevOrange",false,"0",,,,,,,,false,false,"0",false,,"C","PID",false
C-000069,"PID.IsDevYellow",false,"0",,,,,,,,false,false,"0",false,,"C","PID",false
C-000066,"PID.IsHigh",false,"0",,,,,,,,false,false,"0",false,,"C","PID",false
C-000065,"PID.IsHighHigh",false,"0",,,,,,,,false,false,"0",false,,"C","PID",false
C-000067,"PID.IsLow",false,"0",,,,,,,,false,false,"0",false,,"C","PID",false
C-000068,"PID.IsLowLow",false,"0",,,,,,,,false,false,"0",false,,"C","PID",false
C-000071,"PID.IsRateChange",false,"0",,,,,,,,false,false,"0",false,,"C","PID",false
S32-000164,"PID.LoopOffset",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000203,"PID.LoopType",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000172,"PID.Low",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000173,"PID.LowLow",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000202,"PID.MinAlarmHyst",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000178,"PID.MinAutoSetPoint",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000191,"PID.MinBiasTerm",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000193,"PID.MinDeadband",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000190,"PID.MinDerivLimit",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000200,"PID.MinDevOrange",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000199,"PID.MinDevYellow",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
C-000072,"PID.MinErrorSq",false,"0",,,,,,,,false,false,"0",false,,"C","PID",false
S32-000180,"PID.MinGain",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000196,"PID.MinHigh",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000195,"PID.MinHighHigh",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
C-000078,"PID.MinIsDevOrange",false,"0",,,,,,,,false,false,"0",false,,"C","PID",false
C-000077,"PID.MinIsDevYellow",false,"0",,,,,,,,false,false,"0",false,,"C","PID",false
C-000074,"PID.MinIsHigh",false,"0",,,,,,,,false,false,"0",false,,"C","PID",false
C-000073,"PID.MinIsHighHigh",false,"0",,,,,,,,false,false,"0",false,,"C","PID",false
C-000075,"PID.MinIsLow",false,"0",,,,,,,,false,false,"0",false,,"C","PID",false
C-000076,"PID.MinIsLowLow",false,"0",,,,,,,,false,false,"0",false,,"C","PID",false
C-000079,"PID.MinIsRateChange",false,"0",,,,,,,,false,false,"0",false,,"C","PID",false
S32-000189,"PID.MinLoopOffset",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000197,"PID.MinLow",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000198,"PID.MinLowLow",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000187,"PID.MinOutLowerLim",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000184,"PID.MinOutRangeMax",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000185,"PID.MinOutRangeMin",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000186,"PID.MinOutUpperLim",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000183,"PID.MinOutput",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000194,"PID.MinProcOutPcnt",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
F32-000012,"PID.MinProcessVar",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32","PID",false
S32-000182,"PID.MinRate",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000201,"PID.MinRateChange",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000181,"PID.MinReset",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000192,"PID.MinSPAccelGain",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000188,"PID.MinSampleRate",false,"100",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000162,"PID.OutLowerLim",false,"-1000",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000159,"PID.OutRangeMax",false,"1000",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000160,"PID.OutRangeMin",false,"-1000",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000161,"PID.OutUpperLim",false,"1000",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000158,"PID.Output",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000205,"PID.PVDeadband",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000169,"PID.ProcOutPcnt",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
F32-000016,"PID.ProcessVar",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32","PID",false
F32-000013,"PID.Rate",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32","PID",false
S32-000176,"PID.RateChange",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
F32-000014,"PID.Reset",false,"8.0",,,,,,,,false,false,"0.0",false,,"F32","PID",false
S32-000167,"PID.SPAccelGain",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000163,"PID.SampleRate",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000209,"PID.SetPoint",false,"0",400039,400040,,,,,,false,false,"0",false,,"S32","PID",false
S32-000208,"PID.Status",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
S32-000204,"PID.TuningType",false,"0",,,,,,,,false,false,"0",false,,"S32","PID",false
SSTR-000105,"PLC LCD Display[CPU]",false,,,,50,,,,"PLC LCD Data Display",,,,false,,"SSTR",,false
SWR-001505,"Peak Logic Scan Time [x100=usec]",false,"0",,,,,,,"longest logic scan time",,,,false,,"SWR",,false
SWR-001502,"Peak Scan Interval [x100=usec]",false,"0",,,,,,,"longest overall scan time",,,,false,,"SWR",,false
SBRW-001006,"Portable Memory Device Eject",false,"0",,,,,,,"Users set to 1(ON) and the system reset to 0 as eject is completed",,,,false,,"SBRW",,false
SBR-000001,"Portable Memory Device Ready",false,"0",,,,,,,"PMD is installed and ready to use",,,,false,,"SBR",,false
S32-000215,"Pressure_high",false,"0",,,,,,,,false,false,"0",false,,"S32",,false
SWR-001512,"Program Memory Size",false,"0",,,,,,,"current percentage of CPU memory used by the project",,,,false,,"SWR",,false
SBRW-001003,"Refresh Critical Error Log",false,"0",,,,,,,"set On to refresh the ""Critical Error Log""",,,,false,,"SBRW",,false
SBRW-001004,"Refresh Non-Critical Error Log",false,"0",,,,,,,"set On to refresh the ""Noncritical Error Log""",,,,false,,"SBRW",,false
SSTR-000103,"Requested Module Name",false,,,,50,,,,"name of specified module (see ""Identify Module Request bit"")",,,,false,,"SSTR",,false
S32-000216,"ScopeFoundry_high_pressure_alert",false,"0",400043,400044,,,,,,false,false,"0",false,,"S32",,false
SBR-001010,"Switch in Run Bit",false,"0",,,,,,,"On if CPU Switch is up (Run)",,,,false,,"SBR",,false
SBR-001011,"Switch in Stop Bit",false,"0",,,,,,,"On if CPU Switch is down (Stop)",,,,false,,"SBR",,false
SWR-001507,"Total Scan Count1",false,"0",,,,,,,"total number of scans since entering Run mode (S32 low word)",,,,false,,"SWR",,false
SWR-001508,"Total Scan Count2",false,"0",,,,,,,"total number of scans since entering Run mode (S32 high word)",,,,false,,"SWR",,false
C-000011,"Valve2_ALD_purge_open",false,"0",000002,000002,,,,,,false,false,"0",false,,"C",,false
C-000082,"Valve2_close",false,"0",000016,000016,,,,,,false,false,"0",false,,"C",,false
C-000014,"Valve3_plasma_purge_open",false,"0",000004,000004,,,,,,false,false,"0",false,,"C",,false
C-000016,"Valve4_plasma_process_gas_open",false,"0",000005,000005,,,,,,false,false,"0",false,,"C",,false
C-000017,"Valve5_plasma_nitrogen_open",false,"0",000006,000006,,,,,,false,false,"0",false,,"C",,false
C-000018,"Valve6_plasma_argon_open",false,"0",000007,000007,,,,,,false,false,"0",false,,"C",,false
C-000019,"Valve7_ald_pneumatic_purge_open",false,"0",000008,000008,,,,,,false,false,"0",false,,"C",,false
C-000020,"Valve8_window_purge_open",false,"0",000009,000009,,,,,,false,false,"0",false,,"C",,false
SBR-001016,"Watchdog Timeout",false,"0",,,,,,,"On if the actual scan time has exceeded the limit set in the project",,,,false,,"SBR",,false
C-000086,"ald_dose_active",false,"1",,,,,,,,false,false,"0",false,,"C",,false
C-000085,"ald_t1_start",false,"0",,,,,,,,false,false,"0",false,,"C",,false
C-000081,"pid_auto",false,"1",,,,,,,,false,false,"0",false,,"C",,false
C-000080,"pid_enable",false,"1",,,,,,,,false,false,"0",false,,"C",,false
C-000084,"reset_alarm",false,"0",000012,000012,,,,,,false,false,"0",false,,"C",,false
C-000013,"start_ALD_Valve1_dose",false,"0",000003,000003,,,,,,false,false,"0",false,,"C",,false
C-000028,"start_delay",false,"0",,,,,,,,false,false,"0",false,,"C",,false
SSTRUC-000006,"t1",false,,,,,,,,"System Structure for Simple Timer",,,,false,,"SSTRUC","STMR",false
S32-000016,"t1.Current",false,"0",400003,400004,,,,,,false,false,"0",false,,"S32","STMR",false
C-000010,"t1.Done",false,"0",000001,000001,,,,,,false,false,"0",false,,"C","STMR",false
S32-000015,"t1.Preset",true,"10",400001,400002,,,,,,false,false,"0",false,,"S32","STMR",false
SSTRUC-000007,"t2",false,,,,,,,,"System Structure for Simple Timer",,,,false,,"SSTRUC","STMR",false
S32-000026,"t2.Current",false,"0",400033,400034,,,,,,false,false,"0",false,,"S32","STMR",false
C-000012,"t2.Done",false,"0",000010,000010,,,,,,false,false,"0",false,,"C","STMR",false
S32-000025,"t2.Preset",true,"1999",400009,400010,,,,,,false,false,"0",false,,"S32","STMR",false
SSTRUC-000008,"t3",false,,,,,,,,"System Structure for Simple Timer",,,,false,,"SSTRUC","STMR",false
S32-000032,"t3.Current",false,"0",,,,,,,,false,false,"0",false,,"S32","STMR",false
C-000015,"t3.Done",false,"0",,,,,,,,false,false,"0",false,,"C","STMR",false
S32-000031,"t3.Preset",true,"0",400031,400032,,,,,,false,false,"0",false,,"S32","STMR",false
SSTRUC-000009,"t_delay",false,,,,,,,,"System Structure for Simple Timer",,,,false,,"SSTRUC","STMR",false
S32-000034,"t_delay.Current",false,"0",400037,400038,,,,,,false,false,"0",false,,"S32","STMR",false
C-000027,"t_delay.Done",false,"0",,,,,,,,false,false,"0",false,,"C","STMR",false
S32-000033,"t_delay.Preset",true,"10",400035,400036,,,,,,false,false,"0",false,,"S32","STMR",false
